"education_center_id","education_center_type_id","name_eng","name_ar","lat","long","established_on","overall_performance_en","overall_performance_ar","inspection_year","curriculum_en","curriculum_ar","area_en","area_ar","student_count","bg_color_code","image_thumb_url","image_small_url","image_large_url","image_med_small_url","address","address_ar","pobox","telephone","fax","mobile","web_address","email","inspection_report_pdf_link_en","hep_quality_assurance_en","hep_quality_assurance_ar"
"48","1","Cambridge International School","مدرسة كامبردج انترناشيونال","25.26384414490430000000","55.37393921626550000000","2004-05-31T00:00:00","Good","جيد","2023-2024","  UK","  بريطاني","AL TWAR FIRST","الطوار الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/48T.jpg","https://www.khda.gov.ae/SchoolImage/48S.jpg","https://www.khda.gov.ae/SchoolImage/48L.jpg","https://www.khda.gov.ae/SchoolImage/48MS.jpg","214-225","214-225","60835","97142824646","","","www.gemscis-dubai.com","principal_cis@gemsedu.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111321","",""
"2149","1","Capital School L.L.C","مدرسة كابيتال ش.ذ.م.م","25.28446400000000000000","55.37197400000000000000","2014-09-07T00:00:00","Not inspected due to COVID 19","لم تخضع للتقييم نظراً لجائحة كوفيد 19","2023-2024","  UK","  بريطاني","AL QUSAIS FIRST","القصيص الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/2149T.jpg","https://www.khda.gov.ae/SchoolImage/2149S.jpg","https://www.khda.gov.ae/SchoolImage/2149L.jpg","https://www.khda.gov.ae/SchoolImage/2149MS.jpg","Al Qusais","القصيص","236498","97142988776","","","www.capitalschooluae.com","info@capitalschooluae.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113182","",""
"501052","1","Cedar School L.L.C","مدرسة سيدار ش.ذ.م.م","25.19017982482910000000","55.39775848388670000000","2021-08-11T00:00:00","Acceptable","مقبول","2023-2024","  UK","  بريطاني","AL WARQA FIRST","الورقاء الأولى",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/501052T.jpg","https://www.khda.gov.ae/SchoolImage/501052S.jpg","https://www.khda.gov.ae/SchoolImage/501052L.jpg","https://www.khda.gov.ae/SchoolImage/501052MS.jpg","","","52036","043803902","","","www.cedarschool.ae","registrar@cedarschool.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114050","",""
"501256","1","Chinese School Dubai","المدرسة الصينية دبي","25.22723007202150000000","55.43109130859380000000","2020-08-30T00:00:00","Good","جيد","2023-2024","  Chinese","  صينى","MIRDIF","مردف",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/501256T.jpg","https://www.khda.gov.ae/SchoolImage/501256S.jpg","https://www.khda.gov.ae/SchoolImage/501256L.jpg","https://www.khda.gov.ae/SchoolImage/501256MS.jpg","Dubai","دبـــي","9374","97142202275","","","www.csd.ae","info@csd.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114021","",""
"14720","1","Citizens School","سيتيزنز سكول ش ذ م م","0E-20","0E-20","2022-02-15T00:00:00","Good","جيد","2024-2025","  UK","  بريطاني","AL SATWA","السطوة",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/14720T.jpg","https://www.khda.gov.ae/SchoolImage/14720S.jpg","https://www.khda.gov.ae/SchoolImage/14720L.jpg","https://www.khda.gov.ae/SchoolImage/14720MS.jpg","","","121923","","","","www.citizens.me","aya.alkafory@citizens.me","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=115685","",""
"15083","1","Clarion School L.L.C","مدرسة كلارين ش.ذ.م.م","25.16609001159670000000","55.25706100463870000000","2016-09-02T00:00:00","Good","جيد","2023-2024","  American","  أمريكي","AL QOUZ FIRST","القوز الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/15083T.jpg","https://www.khda.gov.ae/SchoolImage/15083S.jpg","https://www.khda.gov.ae/SchoolImage/15083L.jpg","https://www.khda.gov.ae/SchoolImage/15083MS.jpg","Clarion School","","","97144073000","","","www.clarionschooldubai.com","principal@clarionschool.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114374","",""
"643","1","Collegiate International School","مدرسة كوليجيت انترناشيونال","25.15055300000000000000","55.20781700000000000000","2011-09-01T00:00:00","Not inspected due to COVID 19","لم تخضع للتقييم نظراً لجائحة كوفيد 19","2023-2024","  American - International Baccalaureate","  أمريكي - بكالوريا دولية","UMM SUQEIM THIRD","أم سقيم الثالثة",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/643T.jpg","https://www.khda.gov.ae/SchoolImage/643S.jpg","https://www.khda.gov.ae/SchoolImage/643L.jpg","https://www.khda.gov.ae/SchoolImage/643MS.jpg","362-307","362-307","118111","97144271400","","","","head@casdubai.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111633","",""
"1604","1","Credence High School L.L.C","مدرسة كريدنس الثانوية ش.ذ.م.م","25.15271568298340000000","55.24940490722660000000","2014-04-01T00:00:00","Very good","جيد جدا","2023-2024","  Indian","  هندي","AL QOUZ FIRST","القوز الأولى",null,"#f9db01","https://www.khda.gov.ae/SchoolImage/1604T.jpg","https://www.khda.gov.ae/SchoolImage/1604S.jpg","https://www.khda.gov.ae/SchoolImage/1604L.jpg","https://www.khda.gov.ae/SchoolImage/1604MS.jpg","359-976","359-976","391021","97143212144","","","www.credencehighschool.com","principal@credencehighschool.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109038","",""
"80","1","Crescent English School","مدرسة الهلال الانجليزية","25.29895973205570000000","55.36664962768550000000","1984-01-12T00:00:00","Acceptable","مقبول","2023-2024","  Indian","  هندي","AL QUSAIS FIRST","القصيص الأولى",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/80T.jpg","https://www.khda.gov.ae/SchoolImage/80S.jpg","https://www.khda.gov.ae/SchoolImage/80L.jpg","https://www.khda.gov.ae/SchoolImage/80MS.jpg","232-0440","232-0440","923","97142988866","","","www.crescentschooldubai.com","principal@crescentschooldubai.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109088","",""
"266","1","Dar Al Marefa Private School","مدرسة دار المعرفة الخاصة","25.24938392639160000000","55.37374877929690000000","2008-09-09T00:00:00","Not inspected due to COVID 19","لم تخضع للتقييم نظراً لجائحة كوفيد 19","2023-2024","  International Baccalaureate","  بكالوريا دولية","AL KHWANEEJ FIRST","الخوانيج الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/266T.jpg","https://www.khda.gov.ae/SchoolImage/266S.jpg","https://www.khda.gov.ae/SchoolImage/266L.jpg","https://www.khda.gov.ae/SchoolImage/266MS.jpg","281-4096","281-4096","112602","97142885782","","","www.daralmarefa.ae","steven.g@daralmarefa.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=112579","",""
"124","1","Deira International School","مدرسة ديره الدوليه","25.21274757385250000000","55.37374877929690000000","2005-09-07T00:00:00","Outstanding","متميز","2023-2024","  UK - UK/IB - International Baccalaureate (1","  بريطاني - بريطاني/بكالوريا دولية - بكالوريا دولية (13 سنة)","Dubai Festival City","دبي فستيفال سيتي",null,"#10b078","https://www.khda.gov.ae/SchoolImage/124T.jpg","https://www.khda.gov.ae/SchoolImage/124S.jpg","https://www.khda.gov.ae/SchoolImage/124L.jpg","https://www.khda.gov.ae/SchoolImage/124MS.jpg","DFC.P.003","DFC.P.003","79043","97142325552","","","www.disdubai.ae","director@disdubai.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111535","",""
"339","1","Deira Private School","مدرسة ديرة الخاصة","25.24252128601070000000","55.39839935302730000000","2009-04-12T00:00:00","Acceptable","مقبول","2023-2024","  UK","  بريطاني","AL TWAR FIRST","الطوار الأولى",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/339T.jpg","https://www.khda.gov.ae/SchoolImage/339S.jpg","https://www.khda.gov.ae/SchoolImage/339L.jpg","https://www.khda.gov.ae/SchoolImage/339MS.jpg","228-1084","228-1084","231959","042641595","","","https://deiraprivateschool.ae","principal@deiraprivateschool.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114096","",""
"112","1","Delhi Private School L.L.C"," مدرسة دلهي الخاصة ش.ذ.م.م","25.03923606872560000000","55.12174224853520000000","2003-04-06T00:00:00","Very good","جيد جدا","2023-2024","  Indian","  هندي","JABAL ALI FIRST","جبل علي الأولى",null,"#f9db01","https://www.khda.gov.ae/SchoolImage/112T.jpg","https://www.khda.gov.ae/SchoolImage/112S.jpg","https://www.khda.gov.ae/SchoolImage/112L.jpg","https://www.khda.gov.ae/SchoolImage/112MS.jpg","500-582","500-582 ","38321","97148821848","","","www.dpsdubai.com","principal@dpsdubai.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109126","",""
"15002","1","DEWA Academy","اكاديمية هيئة كهرباء ومياه دبي","25.24371910095210000000","55.28084945678710000000","2017-09-04T00:00:00","Not inspected due to COVID 19","لم تخضع للتقييم نظراً لجائحة كوفيد 19","2023-2024","  Ministry of Education/BTEC","  وزارة التربية والتعليم/BTEC","AL HUDAIBA","الحضيبة",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/15002T.jpg","https://www.khda.gov.ae/SchoolImage/15002S.jpg","https://www.khda.gov.ae/SchoolImage/15002L.jpg","https://www.khda.gov.ae/SchoolImage/15002MS.jpg","","","","97143220113","","","","khalid.binmasood@dewa.gov.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114314","",""
"503607","1","Dewvale School L.L.C","مدرسة ديوفيل ش.ذ.م.م","25.14978027343750000000","55.24763870239260000000","2023-04-04T00:00:00","Not inspected yet","لم تخضع بعد لتقييم الرقابة","","  Indian","  هندي","AL QOUZ THIRD","القوز الثالثة",null,"","https://www.khda.gov.ae/SchoolImage/503607T.jpg","https://www.khda.gov.ae/SchoolImage/503607S.jpg","https://www.khda.gov.ae/SchoolImage/503607L.jpg","https://www.khda.gov.ae/SchoolImage/503607MS.jpg","359-0902","","","","","","www.dewvaleschool.ae","principal@dewvaleschool.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=","",""
"503799","1","Dhruv Global school","دروف جلوبال سكول","25.06160926818850000000","55.23963928222660000000","2023-03-13T00:00:00","Not inspected yet","لم تخضع بعد لتقييم الرقابة","","  Indian","  هندي","Al Barsha South","البرشا جنوب",null,"","https://www.khda.gov.ae/SchoolImage/503799T.jpg","https://www.khda.gov.ae/SchoolImage/503799S.jpg","https://www.khda.gov.ae/SchoolImage/503799L.jpg","https://www.khda.gov.ae/SchoolImage/503799MS.jpg","","","","","","","www.dhruv.ae","principal@dhruv.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=","",""
"2248","1","Dove Green Private School L.L.C","مدرسة دوف جرين الخاصة ش.ذ.م.م","24.99703100000000000000","55.15593700000000000000","2014-09-16T00:00:00","Good","جيد","2023-2024","  UK","  بريطاني","DUBAI INVESTMENT PARK FIRST","مجمع دبي للاستثمار الأول",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/2248T.jpg","https://www.khda.gov.ae/SchoolImage/2248S.jpg","https://www.khda.gov.ae/SchoolImage/2248L.jpg","https://www.khda.gov.ae/SchoolImage/2248MS.jpg","Dubai Investment Park","مجمع دبي للإستثمار","51159","97148837474","","","www.dovegreenschool.com","minu@dovegreenschool.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111625","",""
"138","1","Dubai Arabian American Private School","مدرسة دبي العربية الامريكية الخاصة","25.24461746215820000000","55.41702651977540000000","2006-08-09T00:00:00","Not inspected due to COVID 19","لم تخضع للتقييم نظراً لجائحة كوفيد 19","2023-2024","  American","  أمريكي","MUHAISNAH FIRST","محيصنة الأولى",null,"#c53935","https://www.khda.gov.ae/SchoolImage/138T.jpg","https://www.khda.gov.ae/SchoolImage/138S.jpg","https://www.khda.gov.ae/SchoolImage/138L.jpg","https://www.khda.gov.ae/SchoolImage/138MS.jpg","261-1078","261-1078","232212","042882222","","","www.daaschool.com","Principal@daaschool.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114548","",""
"134","1","Dubai British School","مدرسة دبي البريطانية","25.05520629882810000000","55.17015075683590000000","2005-10-24T00:00:00","Outstanding","متميز","2023-2024","  UK","  بريطاني","Emirates Hills","تلال الإمارات",null,"#10b078","https://www.khda.gov.ae/SchoolImage/134T.jpg","https://www.khda.gov.ae/SchoolImage/134S.jpg","https://www.khda.gov.ae/SchoolImage/134L.jpg","https://www.khda.gov.ae/SchoolImage/134MS.jpg","394-4046","394-4046","37828","97143619361","","","www.dubaibritishschool.ae","principal@dubaibritishschool.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110946","",""
"504739","1","Dubai British School Jumeira","مدرسة دبي البريطانية جميرا","55.24842071533200000000","25.18878936767580000000","2024-08-01T00:00:00","Not inspected yet","لم تخضع بعد لتقييم الرقابة","","  UK","  بريطاني","JUMEIRA SECOND","جميرا الثانية",null,"","https://www.khda.gov.ae/SchoolImage/504739T.jpg","https://www.khda.gov.ae/SchoolImage/504739S.jpg","https://www.khda.gov.ae/SchoolImage/504739L.jpg","https://www.khda.gov.ae/SchoolImage/504739MS.jpg","Taaleem","","","","","",""," admissions@dubaibritishschooljumeira.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=","",""
"14564","1","Dubai British School Jumeirah Park","مدرسة دبي البريطانية جميرا بارك","25.04361490000000000000","55.15822290000000000000","2015-09-01T00:00:00","Outstanding","متميز","2023-2024","  UK","  بريطاني","Jumeirah Park","حديقة جميرا ",null,"#10b078","https://www.khda.gov.ae/SchoolImage/14564T.jpg","https://www.khda.gov.ae/SchoolImage/14564S.jpg","https://www.khda.gov.ae/SchoolImage/14564L.jpg","https://www.khda.gov.ae/SchoolImage/14564MS.jpg","Jumierah Park","","","97145520247","","","www.dubaibritishschooljp.ae","principal@dubaibritishschooljp.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113149","",""
"505058","1","Dubai British School Mira","Dubai British School Mira","25.18878936767580000000","55.24842071533200000000","","Not inspected yet","لم تخضع بعد لتقييم الرقابة","","  UK","  بريطاني","Arabian Ranches","المرابع العربية","375","","https://www.khda.gov.ae/SchoolImage/505058T.jpg","https://www.khda.gov.ae/SchoolImage/505058S.jpg","https://www.khda.gov.ae/SchoolImage/505058L.jpg","https://www.khda.gov.ae/SchoolImage/505058MS.jpg","","","","","","","","awilliamson@taaleem.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=","",""
"39","1","Dubai Carmel School","مدرسة دبي كرمل","25.29643100000000000000","55.37934400000000000000","1982-12-01T00:00:00","Acceptable","مقبول","2023-2024","  UK","  بريطاني","AL QUSAIS FIRST","القصيص الأولى",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/39T.jpg","https://www.khda.gov.ae/SchoolImage/39S.jpg","https://www.khda.gov.ae/SchoolImage/39L.jpg","https://www.khda.gov.ae/SchoolImage/39MS.jpg","246-0138","246-0138","51977","97142675424","","","www.dubaicarmelschool.com","info@dubaicarmelschool.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114582","",""
"70","1","Dubai College","كلية دبي","25.11019400000000000000","55.16904200000000000000","1978-12-01T00:00:00","Outstanding","متميز","2023-2024","  UK","  بريطاني","AL SAFOUH FIRST","الصفوح الأولى",null,"#10b078","https://www.khda.gov.ae/SchoolImage/70T.jpg","https://www.khda.gov.ae/SchoolImage/70S.jpg","https://www.khda.gov.ae/SchoolImage/70L.jpg","https://www.khda.gov.ae/SchoolImage/70MS.jpg","382-103","382-103","837","97143999111","","","www.dubaicollege.org","dccommunications@dubaicollege.org","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110938","",""
"50","1","Dubai English Speaking School","مدرسة دبي للتخاطب بالانجليزية","25.23824400000000000000","55.31772500000000000000","1973-12-01T00:00:00","Outstanding","متميز","2023-2024","  UK","  بريطاني","OUD METHA","عود ميثاء",null,"#10b078","https://www.khda.gov.ae/SchoolImage/50T.jpg","https://www.khda.gov.ae/SchoolImage/50S.jpg","https://www.khda.gov.ae/SchoolImage/50L.jpg","https://www.khda.gov.ae/SchoolImage/50MS.jpg","337-553","337-553","2002","97143371457","","","www.dessc.sch.ae","dess_headteacher@dessc.sch.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111618","",""
"357","1","Dubai English Speaking School - (College)","(مدرسة دبي للتخاطب بالإنكليزية -(الكلية","25.10591125488280000000","55.39988708496090000000","2005-12-07T00:00:00","Outstanding","متميز","2023-2024","  UK","  بريطاني","Academic City","المدينة الأكاديمية",null,"#10b078","https://www.khda.gov.ae/SchoolImage/357T.jpg","https://www.khda.gov.ae/SchoolImage/357S.jpg","https://www.khda.gov.ae/SchoolImage/357L.jpg","https://www.khda.gov.ae/SchoolImage/357MS.jpg","KV5-002-004","KV5-002-004","125814","97143604866","","","www.dessc.sch.ae","desc_headteacher@dessc.sch.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110196","",""
"506702","1","Dubai English Speaking School - Academic City","Dubai English Speaking School - Academic City","25104140.00000000000000000000","55403260.00000000000000000000","","Not inspected yet","لم تخضع بعد لتقييم الرقابة","","  UK","  بريطاني","Academic City","المدينة الأكاديمية",null,"","https://www.khda.gov.ae/SchoolImage/506702T.jpg","https://www.khda.gov.ae/SchoolImage/506702S.jpg","https://www.khda.gov.ae/SchoolImage/506702L.jpg","https://www.khda.gov.ae/SchoolImage/506702MS.jpg","","","","","","","","clerkgovs@dessc.sch.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=","",""
"65","1","Dubai Gem Private School","مدرسة جواهر دبي الخاصة","25.23594200000000000000","55.31616700000000000000","1983-01-01T00:00:00","Good","جيد","2023-2024","  UK","  بريطاني","OUD METHA","عود ميثاء",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/65T.jpg","https://www.khda.gov.ae/SchoolImage/65S.jpg","https://www.khda.gov.ae/SchoolImage/65L.jpg","https://www.khda.gov.ae/SchoolImage/65MS.jpg","319-111","319-111","989","97143376661","","","www.dubaigem.ae","principal@dubaigem.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113190","",""
"152197","1","Dubai Heights Academy","دبي هيتس اكاديمي","25.07880020141600000000","55.22507858276370000000","2017-09-04T00:00:00","Not inspected due to COVID 19","لم تخضع للتقييم نظراً لجائحة كوفيد 19","2023-2024","  UK - UK/IB - International Baccalaureate (1","  بريطاني - بريطاني/بكالوريا دولية - بكالوريا دولية (13 سنة)","AL BARSHA SECOND","البرشاء الثانية",null,"#f9db01","https://www.khda.gov.ae/SchoolImage/152197T.jpg","https://www.khda.gov.ae/SchoolImage/152197S.jpg","https://www.khda.gov.ae/SchoolImage/152197L.jpg","https://www.khda.gov.ae/SchoolImage/152197MS.jpg","Dubai Heights Academy","","","043563333","","","www.dubaiheightsacademy.com","arabicsecretary@dubaiheightsacademy.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114037","",""
"500005","1","Dubai International Academy Albarsha","دبي انترناشيونال اكاديمي البرشاء","25.11421966552730000000","55.20737838745120000000","2018-09-02T00:00:00","Very good","جيد جدا","2023-2024","  International Baccalaureate","  بكالوريا دولية","AL BARSHA FIRST","البرشاء الأولى",null,"#f9db01","https://www.khda.gov.ae/SchoolImage/500005T.jpg","https://www.khda.gov.ae/SchoolImage/500005S.jpg","https://www.khda.gov.ae/SchoolImage/500005L.jpg","https://www.khda.gov.ae/SchoolImage/500005MS.jpg","Dubai International Academy Al Barsha 1","","","","","","www.innoventureseducation.com","Compliance@innoventureseducation.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=112937","",""
"129","1","Dubai International Academy L.L.C","دبي انترناشيونال اكاديمي ش.ذ.م.م","25.07791700000000000000","55.17900000000000000000","2005-09-27T00:00:00","Outstanding","متميز","2023-2024","  International Baccalaureate - International Baccalaureate (1","  بكالوريا دولية - بكالوريا دولية (13 سنة)","Emirates Hills","تلال الإمارات",null,"#10b078","https://www.khda.gov.ae/SchoolImage/129T.jpg","https://www.khda.gov.ae/SchoolImage/129S.jpg","https://www.khda.gov.ae/SchoolImage/129L.jpg","https://www.khda.gov.ae/SchoolImage/129MS.jpg","394-3720","394-3720","118111","97143684111","","","www.diadubai.com","dinay@diadubai.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110821","",""
"506085","1","Dubai International Academy Town Square","دبي انترناشيونال اكاديمي تاون سكوير","25.00712013244630000000","55.26317977905270000000","","Not inspected yet","لم تخضع بعد لتقييم الرقابة","","  International Baccalaureate","  بكالوريا دولية","Dubai Land","دبي لاند",null,"","https://www.khda.gov.ae/SchoolImage/506085T.jpg","https://www.khda.gov.ae/SchoolImage/506085S.jpg","https://www.khda.gov.ae/SchoolImage/506085L.jpg","https://www.khda.gov.ae/SchoolImage/506085MS.jpg","Dubai International Academy Town Square","","","","","","","diatshead@innoventureseducation.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=","",""
"25","1","Dubai International Private School","مدرسة دبي الدولية الخاصة","25.24836700000000000000","55.34186400000000000000","1985-12-01T00:00:00","Not inspected due to COVID 19","لم تخضع للتقييم نظراً لجائحة كوفيد 19","2023-2024","  American","  أمريكي","AL GARHOUD","القرهود",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/25T.jpg","https://www.khda.gov.ae/SchoolImage/25S.jpg","https://www.khda.gov.ae/SchoolImage/25L.jpg","https://www.khda.gov.ae/SchoolImage/25MS.jpg","214-0289","214-0289","15495","042823524","","","https://www.dipschool.ae/","superintendent@dischool.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114132","",""
"26","1","Dubai International Private School - Br","مدرسة دبي الدولية الخاصة - فرع","25.17008972167970000000","55.26237869262700000000","1999-11-01T00:00:00","Good","جيد","2023-2024","  American","  أمريكي","AL QOUZ FIRST","القوز الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/26T.jpg","https://www.khda.gov.ae/SchoolImage/26S.jpg","https://www.khda.gov.ae/SchoolImage/26L.jpg","https://www.khda.gov.ae/SchoolImage/26MS.jpg","354-1687","354-1687","125676","97143385530","","","www.dips-alquoz.ae","email@mydischool.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114099","",""
"18","1","Dubai Modern Education School","مدرسة دبي للتربية الحديثة","25.23882200000000000000","55.42739200000000000000","1996-07-01T00:00:00","Not inspected due to COVID 19","لم تخضع للتقييم نظراً لجائحة كوفيد 19","2023-2024","  American - Ministry of Education","  أمريكي - وزارة التربية والتعليم","AL MIZHAR FIRST","المزهر الأولى",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/18T.jpg","https://www.khda.gov.ae/SchoolImage/18S.jpg","https://www.khda.gov.ae/SchoolImage/18L.jpg","https://www.khda.gov.ae/SchoolImage/18MS.jpg","262-3220","262-3220","61720","042885115","","","www.dmes.ae","dmes@emirates.net.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114525","",""
"27","1","Dubai National School  AlTwar L.L.C","مدرسة دبي الوطنية الطوار ش.ذ.م.م","25.27880300000000000000","55.36848900000000000000","2000-04-08T00:00:00","Good","جيد","2023-2024","  American","  أمريكي","AL TWAR FIRST","الطوار الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/27T.jpg","https://www.khda.gov.ae/SchoolImage/27S.jpg","https://www.khda.gov.ae/SchoolImage/27L.jpg","https://www.khda.gov.ae/SchoolImage/27MS.jpg","B 708","B 708","14060","97142988555","","","www.dns.sch.ae","malek.daradkeh@dns.sch.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111531","",""
"28","1","Dubai National School L.L.C","مدرسة دبي الوطنية ش.ذ.م.م","25.10691070556640000000","55.19243621826170000000","1988-09-18T00:00:00","Good","جيد","2023-2024","  American","  أمريكي","AL BARSHA FIRST","البرشاء الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/28T.jpg","https://www.khda.gov.ae/SchoolImage/28S.jpg","https://www.khda.gov.ae/SchoolImage/28L.jpg","https://www.khda.gov.ae/SchoolImage/28MS.jpg","373-728","373-728 ","24060","97143474555","","","www.dnsalbarsha.com","dns.barsha@dns.sch.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111127","",""
"66","1","Dubai Scholars Private School","مدرسة تلاميذ دبي الخاصة","25.28022800000000000000","55.36473900000000000000","1994-09-01T00:00:00","Good","جيد","2023-2024","  UK","  بريطاني","AL QUSAIS FIRST","القصيص الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/66T.jpg","https://www.khda.gov.ae/SchoolImage/66S.jpg","https://www.khda.gov.ae/SchoolImage/66L.jpg","https://www.khda.gov.ae/SchoolImage/66MS.jpg","232-265","232-265","2819","97147069000","","","www.dubaischolars.com","principal@dubaischolars.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109120","",""
"502020","1","Dubai Schools Corporation Al Khawaneej L.L.C","شركة مدارس دبي الخوانيج ش.ذ.م.م","25.24207543123080000000","55.52065945092450000000","2021-08-03T00:00:00","Acceptable","مقبول","2023-2024","  American","  أمريكي","AL KHWANEEJ SECOND","الخوانيج الثانية",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/502020T.jpg","https://www.khda.gov.ae/SchoolImage/502020S.jpg","https://www.khda.gov.ae/SchoolImage/502020L.jpg","https://www.khda.gov.ae/SchoolImage/502020MS.jpg","","","","","","","www.dubaischools-alkhawaneej.ae","Principal@dubaischools-alkhawaneej.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114713","",""
"502089","1","Dubai Schools Corporation L.L.C Albarsha","شركة مدارس دبي ش ذ م م البرشاء","25.08221435546880000000","55.21759033203120000000","2021-08-03T00:00:00","Acceptable","مقبول","2023-2024","  American","  أمريكي","Al barsha South Second","البرشاء جنوب الثانية",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/502089T.jpg","https://www.khda.gov.ae/SchoolImage/502089S.jpg","https://www.khda.gov.ae/SchoolImage/502089L.jpg","https://www.khda.gov.ae/SchoolImage/502089MS.jpg","Plot No 6719251","رقم الأرض 6719251","6719251","97145840401 ","","","www.dubaischools-albarsha.ae","principal@dubaischools-albarsha.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114657","",""
"503338","1","Dubai Schools Corporation Nad AlShiba L.L.C","شركة مدارس دبي ند الشبا ش.ذ.م.م","25.13829994201660000000","55.36859893798830000000","2022-08-22T00:00:00","Acceptable","مقبول","2024-2025","  American","  أمريكي","NADD AL SHIBA FOURTH","ند الشبا الرابعة",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/503338T.jpg","https://www.khda.gov.ae/SchoolImage/503338S.jpg","https://www.khda.gov.ae/SchoolImage/503338L.jpg","https://www.khda.gov.ae/SchoolImage/503338MS.jpg","","","","043294610","","","www.dubaischools-nas.ae","principal@dubaischools-nas.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=115688","",""
